X,Sample.ID,Download.Source,TLD,Download.Speed,Ping.Time.To.Server,File.Size.Bytes,How.Many.Times.File.Seen,Executable.Code.Maybe.Present.in.Headers,Calls.To.Low.level.System.Libraries,Evidence.of.Code.Obfuscation,Threads.Started,Mean.Word.Length.of.Extracted.Strings,Similarity.Score,Actually.Malicious,Initial.Statistical.Analysis
609,2118,Well Known Software Download Websites,.net,1MB/s to 10MB/s,462,9468540,544,YES,936,YES,1,4.15,-0.056539182,YES,Correctly Identified as Malware
616,2150,Well Known Software Download Websites,.com,100KB/s to 1MB/s,39,17249350,755,NO,2154,YES,1,3.86,0.985145876,NO,Incorrectly Identified as Malware
626,2193,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,663,28810436,719,NO,5093,YES,1,5.34,-1.204297536,YES,Incorrectly Identified as Clean
627,2194,Well Known Software Download Websites,.net.au,100KB/s to 1MB/s,687,3545107,485,NO,293,YES,1,5.38,-0.758232391,YES,Correctly Identified as Malware
633,2212,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,255,4828740,483,NO,415,YES,1,5.44,0.36596933,YES,Correctly Identified as Malware
635,2216,Well Known Software Download Websites,.edu,100KB/s to 1MB/s,77,10184730,633,YES,1028,YES,1,4.14,-1.434390401,NO,Correctly Identified as Clean
636,2219,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,40,3873680,643,NO,323,YES,1,5.31,0.297144531,NO,Correctly Identified as Clean
641,2236,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,174,3272881,602,NO,268,YES,1,4.67,1.103329387,YES,Incorrectly Identified as Clean
643,2243,University Web Pages,.net,1MB/s to 10MB/s,96,22774657,412,NO,3358,YES,1,4.94,-0.56957583,NO,Incorrectly Identified as Malware
650,2258,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,505,1217557,571,NO,93,YES,1,4.91,-1.407183287,NO,Correctly Identified as Clean
651,2259,Well Known Software Download Websites,.gov,1MB/s to 10MB/s,500,9622165,495,YES,955,YES,1,4.86,0.116861556,YES,Correctly Identified as Malware
653,2266,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,870,582407,503,NO,44,NO,1,4.74,-1.250696094,NO,Correctly Identified as Clean
654,2272,Well Known Software Download Websites,.com,100KB/s to 1MB/s,276,8270863,732,YES,788,YES,1,5.09,-2.095350304,YES,Incorrectly Identified as Clean
656,2287,Well Known Software Download Websites,.com,100KB/s to 1MB/s,312,187513,654,YES,14,NO,1,5.28,0.349544175,NO,Correctly Identified as Clean
658,2290,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,334,8400906,507,YES,804,NO,1,4.47,0.361830532,YES,Correctly Identified as Malware
661,2302,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,889,4930305,503,YES,425,YES,1,5.16,0.629841243,NO,Correctly Identified as Clean
666,2316,Wordpress Powered Web Site,.com,1MB/s to 10MB/s,200,4264580,547,NO,360,NO,1,4.71,1.026734305,NO,Correctly Identified as Clean
669,2329,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,124,3647419,458,YES,302,YES,1,5.43,0.473700942,NO,Correctly Identified as Clean
670,2332,Well Known Software Download Websites,.com,1MB/s to 10MB/s,501,18582446,691,NO,2415,YES,1,3.85,0.462905309,NO,Correctly Identified as Clean
671,2335,Well Known Software Download Websites,.net,100KB/s to 1MB/s,321,1048687,697,NO,80,YES,1,5.4,-0.236706604,YES,Correctly Identified as Malware
673,2340,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,176,1015495,529,NO,77,YES,1,5.55,2.011660309,YES,Incorrectly Identified as Clean
677,2351,University Web Pages,.edu,100KB/s to 1MB/s,100,14497608,592,YES,1667,NO,1,5.58,-1.363983224,NO,Correctly Identified as Clean
679,2353,Linked Directly to Google Search Result,.edu,100KB/s to 1MB/s,388,18423773,471,NO,2383,YES,1,5.39,-0.389117256,NO,Correctly Identified as Clean
680,2354,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,253,4097660,683,NO,344,NO,1,4.99,0.733976809,NO,Correctly Identified as Clean
682,2362,Well Known Software Download Websites,.edu,100KB/s to 1MB/s,107,6511564,575,NO,589,NO,1,5.29,-0.708013148,NO,Incorrectly Identified as Malware
684,2374,Well Known Software Download Websites,.com,100KB/s to 1MB/s,111,29145201,751,NO,5204,YES,1,5.38,-0.742047667,YES,Incorrectly Identified as Clean
690,2387,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,267,9251520,533,YES,908,NO,1,5.66,-0.455682667,NO,Incorrectly Identified as Malware
694,2404,Well Known Software Download Websites,.gov,100KB/s to 1MB/s,476,6879245,549,NO,629,NO,1,5.02,-1.389253739,NO,Incorrectly Identified as Malware
695,2407,Well Known Software Download Websites,.com,100KB/s to 1MB/s,480,3976333,735,NO,333,YES,1,5.15,-0.468210072,YES,Correctly Identified as Malware
700,2419,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,595,8589228,704,NO,827,NO,1,5.99,-0.564159229,YES,Correctly Identified as Malware
704,2445,Well Known Software Download Websites,.net,100KB/s to 1MB/s,22,9531308,699,NO,944,YES,1,3.48,-0.710199251,NO,Correctly Identified as Clean
705,2448,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,30,375103,585,YES,28,YES,1,4.51,-0.119697741,NO,Correctly Identified as Clean
712,2474,Well Known Software Download Websites,.gov,100KB/s to 1MB/s,133,2419731,613,NO,193,YES,1,5.69,1.576002428,YES,Incorrectly Identified as Clean
713,2477,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,101,5978984,659,YES,532,YES,1,3.94,-1.495968778,NO,Correctly Identified as Clean
715,2479,Wordpress Powered Web Site,.gov,1MB/s to 10MB/s,285,12504830,598,YES,1354,NO,1,4.33,-0.107705073,YES,Incorrectly Identified as Clean
716,2487,Well Known Software Download Websites,.com,1MB/s to 10MB/s,401,2610636,489,NO,210,YES,1,4.6,-0.185033041,YES,Correctly Identified as Malware
727,2524,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,500,18675003,393,YES,2434,YES,1,5.13,0.407539067,YES,Incorrectly Identified as Clean
732,2540,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,37,8507923,556,NO,817,YES,1,5.65,0.34298256,YES,Correctly Identified as Malware
733,2552,Well Known Software Download Websites,.edu,100KB/s to 1MB/s,305,6692267,471,YES,608,YES,1,5.38,-0.40146955,YES,Incorrectly Identified as Clean
737,2571,University Web Pages,.net,100KB/s to 1MB/s,123,14603368,597,YES,1684,NO,1,4.83,-0.472577791,NO,Incorrectly Identified as Malware
740,2589,Well Known Software Download Websites,.net,1MB/s to 10MB/s,71,6497267,633,NO,587,YES,1,4.58,0.057735469,NO,Correctly Identified as Clean
741,2591,Linked Directly to Google Search Result,.gov,1MB/s to 10MB/s,159,6504515,465,YES,588,NO,1,4.41,1.218410498,YES,Incorrectly Identified as Clean
744,2596,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,323,16629391,601,NO,2038,YES,1,4.97,1.505832904,YES,Correctly Identified as Malware
748,2628,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,271,4022893,604,YES,337,NO,1,5.27,0.702302407,NO,Correctly Identified as Clean
752,2638,Well Known Software Download Websites,.net,100KB/s to 1MB/s,110,2756918,476,YES,222,NO,1,4.33,0.135425429,NO,Correctly Identified as Clean
758,2660,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,140,22357695,683,NO,3255,YES,1,4.14,-0.505338632,NO,Correctly Identified as Clean
764,2689,Well Known Software Download Websites,.com,100KB/s to 1MB/s,561,3385017,425,NO,278,NO,1,4.86,0.605173701,YES,Correctly Identified as Malware
765,2695,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,434,12115009,803,NO,1296,NO,1,5.31,-0.370276789,YES,Incorrectly Identified as Clean
773,2722,Well Known Software Download Websites,.com,100KB/s to 1MB/s,122,2510277,564,YES,201,NO,1,4.5,2.063325052,NO,Correctly Identified as Clean
777,2740,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,177,8622034,554,YES,831,NO,1,4.97,-0.641667705,NO,Correctly Identified as Clean
779,2749,Wordpress Powered Web Site,.net,100KB/s to 1MB/s,75,8783531,616,NO,850,NO,1,4.78,-0.388518577,NO,Correctly Identified as Clean
780,2755,Well Known Software Download Websites,.edu,100KB/s to 1MB/s,501,8705892,672,NO,841,YES,1,5.04,-0.558190711,YES,Correctly Identified as Malware
789,2785,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,376,9811783,534,YES,980,NO,1,4.75,0.610930158,NO,Correctly Identified as Clean
790,2793,Linked Directly to Google Search Result,.gov,1MB/s to 10MB/s,49,1411537,294,NO,109,YES,1,4.62,-0.148737836,YES,Incorrectly Identified as Clean
796,2811,Linked Directly to Google Search Result,.edu,1MB/s to 10MB/s,149,26974759,360,NO,4512,YES,1,5.05,0.821202183,YES,Correctly Identified as Malware
798,2821,Well Known Software Download Websites,.com,1MB/s to 10MB/s,605,12450664,711,NO,1346,NO,1,5.22,1.019014904,NO,Correctly Identified as Clean
801,2826,Wordpress Powered Web Site,.com,1MB/s to 10MB/s,110,4173227,302,NO,351,YES,1,4.51,-0.100846643,YES,Correctly Identified as Malware
802,2837,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,260,798793,478,NO,60,YES,1,5.24,0.489689254,YES,Incorrectly Identified as Clean
804,2840,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,281,9358424,583,NO,922,NO,1,4.58,1.328390476,NO,Correctly Identified as Clean
810,2858,Well Known Software Download Websites,.com,100KB/s to 1MB/s,50,6518952,628,NO,589,YES,1,5.61,0.861246707,YES,Incorrectly Identified as Clean
814,2873,Well Known Software Download Websites,.gov,100KB/s to 1MB/s,249,3129994,629,NO,255,YES,1,4.43,-0.96740881,NO,Correctly Identified as Clean
815,2878,Well Known Software Download Websites,.com,100KB/s to 1MB/s,64,5239937,606,NO,456,YES,1,4.36,-0.592187225,NO,Correctly Identified as Clean
820,2895,Well Known Software Download Websites,.com,100KB/s to 1MB/s,100,23584781,494,YES,3563,YES,1,5.15,-0.500357401,YES,Correctly Identified as Malware
828,2919,Git Repository,.net,1MB/s to 10MB/s,426,12549985,665,NO,1361,YES,1,4.41,1.342854445,NO,Correctly Identified as Clean
844,2975,Well Known Software Download Websites,.net,100KB/s to 1MB/s,712,2686825,625,NO,216,YES,1,4.17,0.557882182,NO,Correctly Identified as Clean
845,2978,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,134,2004175,680,YES,158,YES,1,4.47,0.716467437,YES,Correctly Identified as Malware
851,3004,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,137,69082,690,NO,5,NO,1,4.81,-0.746082392,NO,Incorrectly Identified as Malware
854,3018,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,284,23091174,780,YES,3437,YES,1,4.13,-0.630387252,NO,Incorrectly Identified as Malware
860,3039,Wordpress Powered Web Site,.net,1MB/s to 10MB/s,147,6095611,420,NO,544,YES,1,4.5,-0.095693841,YES,Correctly Identified as Malware
861,3040,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,603,7381851,530,NO,685,YES,1,4.88,0.143890396,YES,Correctly Identified as Malware
862,3041,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,434,16406299,788,NO,1998,NO,1,5.65,-0.419085787,YES,Incorrectly Identified as Clean
868,3070,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,207,20791880,714,YES,2888,YES,1,4.2,-1.604290457,NO,Correctly Identified as Clean
870,3078,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,46,5204636,560,YES,452,YES,1,5.26,0.328812187,YES,Correctly Identified as Malware
876,3107,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,100,9724070,594,YES,968,YES,1,5.58,-1.012380894,YES,Correctly Identified as Malware
878,3109,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,282,3031976,558,YES,247,YES,1,5.5,0.637750816,YES,Incorrectly Identified as Clean
891,3151,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,264,2515647,576,YES,201,YES,1,4.42,-1.316699836,NO,Incorrectly Identified as Malware
893,3155,Well Known Software Download Websites,.com,100KB/s to 1MB/s,305,27806211,513,YES,4769,YES,1,5.18,0.414930819,YES,Incorrectly Identified as Clean
894,3161,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,267,24309037,468,NO,3753,NO,1,4.03,-0.684055173,YES,Correctly Identified as Malware
897,3166,Well Known Software Download Websites,.com,100KB/s to 1MB/s,855,1284239,608,YES,99,NO,1,5.64,-1.165593148,NO,Correctly Identified as Clean
898,3170,Well Known Software Download Websites,.com,1MB/s to 10MB/s,476,4516090,435,NO,384,NO,1,4.52,0.013369153,YES,Correctly Identified as Malware
899,3173,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,109,5969827,569,YES,531,YES,1,5.3,-0.171759279,YES,Correctly Identified as Malware
908,3202,Well Known Software Download Websites,.org,100KB/s to 1MB/s,20,5260374,734,NO,458,NO,1,5.61,-1.404508334,YES,Correctly Identified as Malware
909,3203,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,164,7017661,702,NO,644,NO,1,5.64,-1.851770631,YES,Incorrectly Identified as Clean
912,3219,Well Known Software Download Websites,.net,1MB/s to 10MB/s,586,1098574,652,NO,84,NO,1,5.06,-0.099967044,NO,Incorrectly Identified as Malware
915,3230,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,194,6315767,613,YES,568,YES,1,4.72,-0.267144012,YES,Correctly Identified as Malware
918,3239,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,294,11093613,503,NO,1151,YES,1,5.49,1.898511177,NO,Correctly Identified as Clean
921,3265,Git Repository,.net,100KB/s to 1MB/s,325,1381845,530,YES,107,YES,1,5.31,-0.922888549,YES,Incorrectly Identified as Clean
925,3287,Well Known Software Download Websites,.com,100KB/s to 1MB/s,503,15555694,818,NO,1846,YES,1,3.89,0.178360449,NO,Incorrectly Identified as Malware
931,3312,Well Known Software Download Websites,.com,100KB/s to 1MB/s,207,3153257,522,NO,257,NO,1,4.7,-1.257341912,NO,Correctly Identified as Clean
932,3313,Linked Directly to Google Search Result,.edu,100KB/s to 1MB/s,100,25839066,725,NO,4177,YES,1,4.19,0.876503986,NO,Correctly Identified as Clean
936,3324,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,45,11524715,492,NO,1212,NO,1,5.51,-2.917832634,NO,Correctly Identified as Clean
937,3325,Git Repository,.gov,100KB/s to 1MB/s,411,1318022,640,NO,102,YES,1,4.46,-0.986970982,NO,Correctly Identified as Clean
940,3332,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,175,14406998,652,NO,1652,YES,1,4.94,-1.086819987,YES,Incorrectly Identified as Clean
942,3344,Wordpress Powered Web Site,.edu,100KB/s to 1MB/s,35,5510984,585,NO,483,YES,1,5.19,-1.678086264,YES,Correctly Identified as Malware
945,3352,Well Known Software Download Websites,.com,100KB/s to 1MB/s,181,1542257,684,NO,120,YES,1,4.15,-0.747231804,NO,Correctly Identified as Clean
947,3362,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,56,3490889,601,NO,288,NO,1,4.67,-0.417129075,YES,Correctly Identified as Malware
950,3369,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,197,5243194,631,NO,456,NO,1,5.58,-0.1541891,NO,Correctly Identified as Clean
951,3384,Wordpress Powered Web Site,.com,100KB/s to 1MB/s,501,4965616,629,NO,428,YES,1,5.11,0.161516311,YES,Incorrectly Identified as Clean
954,3399,Well Known Software Download Websites,.net,100KB/s to 1MB/s,93,3743190,583,NO,311,YES,1,5.29,-0.102084501,YES,Correctly Identified as Malware
962,3420,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,316,19225758,407,YES,2548,YES,1,5.17,0.321668312,YES,Incorrectly Identified as Clean
964,3424,Linked Directly to Google Search Result,.org,100KB/s to 1MB/s,141,4127181,622,YES,347,YES,1,5.35,0.667278568,YES,Incorrectly Identified as Clean
967,3429,Well Known Software Download Websites,.net,1MB/s to 10MB/s,94,304404,515,YES,22,YES,1,4.61,-0.266572099,YES,Correctly Identified as Malware
968,3434,University Web Pages,.com,100KB/s to 1MB/s,481,18577724,572,YES,2414,NO,1,4.98,1.866147141,YES,Correctly Identified as Malware
972,3447,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,389,5699613,481,NO,503,YES,1,5.24,0.031045216,YES,Incorrectly Identified as Clean
973,3454,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,376,1982659,492,NO,156,YES,1,5.08,0.062818697,YES,Correctly Identified as Malware
974,3456,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,608,12954368,534,YES,1422,YES,1,5.19,-0.653603121,NO,Correctly Identified as Clean
978,3463,Well Known Software Download Websites,.net,1MB/s to 10MB/s,206,1875712,632,YES,147,YES,1,4.88,-2.309350486,NO,Correctly Identified as Clean
980,3472,Linked Directly to Google Search Result,.com,100KB/s to 1MB/s,183,1427801,624,NO,110,YES,1,5.54,0.13027013,YES,Correctly Identified as Malware
983,3479,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,533,11092731,590,YES,1151,YES,1,4.51,-1.116375011,NO,Correctly Identified as Clean
987,3492,Well Known Software Download Websites,.com,1MB/s to 10MB/s,755,3188884,528,YES,261,NO,1,4.44,-0.481739847,YES,Correctly Identified as Malware
990,3510,Linked Directly to Google Search Result,.gov,100KB/s to 1MB/s,177,6688774,435,NO,608,NO,1,5.71,0.535827013,NO,Correctly Identified as Clean
993,3523,Well Known Software Download Websites,.net,100KB/s to 1MB/s,1285,14869833,618,NO,1729,YES,1,4.75,-1.504508419,YES,Correctly Identified as Malware
998,3533,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,299,11503572,653,YES,1209,YES,1,4.67,0.99969601,NO,Correctly Identified as Clean
1000,3535,Well Known Software Download Websites,.com,100KB/s to 1MB/s,94,6231741,461,NO,559,YES,1,5.75,-1.03793494,YES,Correctly Identified as Malware
1002,3539,Well Known Software Download Websites,.com,100KB/s to 1MB/s,162,12052561,599,NO,1287,YES,1,4.54,0.430336078,NO,Correctly Identified as Clean
1003,3543,Linked Directly to Google Search Result,.edu,100KB/s to 1MB/s,443,9604129,560,NO,953,YES,1,4.61,0.257886622,NO,Incorrectly Identified as Malware
1006,3551,Git Repository,.com,100KB/s to 1MB/s,225,2722217,664,YES,219,YES,1,4.58,-0.668783582,NO,Correctly Identified as Clean
1011,3563,Wordpress Powered Web Site,.com,1MB/s to 10MB/s,528,1434969,426,YES,111,NO,1,4.51,-0.942474733,YES,Incorrectly Identified as Clean
1014,3576,Well Known Software Download Websites,.net,1MB/s to 10MB/s,718,6655904,421,YES,604,YES,1,4.41,-0.303299344,YES,Correctly Identified as Malware
1015,3578,Linked Directly to Google Search Result,.org,100KB/s to 1MB/s,517,13043622,448,NO,1435,NO,1,4.92,-0.382579911,NO,Incorrectly Identified as Malware
1022,3602,Linked Directly to Google Search Result,.net,1MB/s to 10MB/s,198,7743406,452,NO,726,YES,1,4.76,0.453094251,YES,Incorrectly Identified as Clean
1023,3605,Well Known Software Download Websites,.com,100KB/s to 1MB/s,750,20401763,365,NO,2801,YES,1,5.18,-0.797733215,YES,Correctly Identified as Malware
1024,3610,Linked Directly to Google Search Result,.net,100KB/s to 1MB/s,496,7195137,666,NO,664,YES,1,5.56,0.848064149,YES,Correctly Identified as Malware
1029,3623,Linked Directly to Google Search Result,.com,1MB/s to 10MB/s,355,1434795,413,YES,111,YES,1,4.36,-0.31277362,YES,Correctly Identified as Malware
1030,3631,Linked Directly to Google Search Result,.edu,100KB/s to 1MB/s,518,3770493,532,YES,314,YES,1,5.42,-1.659260542,NO,Correctly Identified as Clean
1032,3633,Well Known Software Download Websites,.com,100KB/s to 1MB/s,476,25305535,393,NO,4026,YES,1,5.59,0.952093639,NO,Correctly Identified as Clean
1036,3638,Git Repository,.net,100KB/s to 1MB/s,142,13100241,626,NO,1444,YES,1,4.42,0.041524673,NO,Correctly Identified as Clean
